Order ID,Customer ID,Product Name,Category,Order Date,Return Date,Return Reason,Refund Amount,Processing Time (Days),Customer Type,Region
1262,C6357,Denim Jacket,Fashion,2024-01-19,2024-02-01,Late Delivery,1999,6,Returning,Bangalore
1263,C9145,Self-Help Guide,Books,2024-01-12,2024-01-27,Late Delivery,499,8,Returning,Ahmedabad
1264,C7176,Sunglasses,Fashion,2024-01-22,2024-01-30,Late Delivery,999,3,New,Mumbai
1265,C9072,Laptop Cooling Pad,Electronics,2024-01-02,2024-01-14,Other,1299,5,New,Pune
1266,C4209,Football,Sports,2024-01-08,2024-01-16,Other,799,4,Returning,Mumbai
1267,C6526,Leather Wallet,Fashion,2024-01-03,2024-01-17,Late Delivery,899,4,Returning,Pune
1268,C9706,Science Fiction,Books,2024-01-27,2024-02-04,Wrong Product,699,5,New,Bangalore
1269,C6272,Laptop Cooling Pad,Electronics,2024-01-07,2024-01-13,Wrong Size,1299,6,New,Kolkata
1270,C5340,Laptop Cooling Pad,Electronics,2024-01-09,2024-01-24,Other,1299,6,New,Bangalore
1271,C6523,Vacuum Cleaner,Home & Kitchen,2024-01-11,2024-01-21,Late Delivery,3999,4,Returning,Pune
1272,C1078,Sunglasses,Fashion,2024-01-24,2024-02-02,Wrong Size,999,9,Returning,Delhi
1273,C1175,Dumbbells,Sports,2024-01-23,2024-01-28,Other,2999,8,Returning,Hyderabad
1274,C9641,Bluetooth Headphones,Electronics,2024-01-22,2024-01-29,Defective,1999,8,Returning,Ahmedabad
1275,C5375,Running Shoes,Fashion,2024-01-14,2024-01-28,Wrong Size,1499,10,New,Chennai
1276,C1187,Smartwatch,Electronics,2024-01-22,2024-01-30,Wrong Size,2999,7,Returning,Bangalore
1277,C8274,Sunglasses,Fashion,2024-01-08,2024-01-23,Wrong Product,999,8,New,Hyderabad
1278,C8816,Self-Help Guide,Books,2024-01-08,2024-01-14,Defective,499,3,Returning,Ahmedabad
1279,C1035,Laptop Cooling Pad,Electronics,2024-01-11,2024-01-20,Wrong Product,1299,4,New,Hyderabad
1280,C8198,Bluetooth Headphones,Electronics,2024-01-20,2024-01-29,Wrong Product,1999,3,New,Pune
1281,C6780,Badminton Racket,Sports,2024-01-31,2024-02-07,Late Delivery,1299,5,Returning,Pune
1282,C8573,Sunglasses,Fashion,2024-01-11,2024-01-17,Wrong Size,999,8,New,Pune
1283,C9266,Denim Jacket,Fashion,2024-01-28,2024-02-09,Wrong Product,1999,6,Returning,Chennai
1284,C5384,Denim Jacket,Fashion,2024-01-06,2024-01-15,Defective,1999,7,New,Pune
1285,C7021,Sunglasses,Fashion,2024-01-10,2024-01-23,Other,999,8,Returning,Bangalore
1286,C2946,Business Strategies,Books,2024-01-27,2024-02-03,Late Delivery,899,7,New,Kolkata
1287,C3997,Badminton Racket,Sports,2024-01-25,2024-02-09,Late Delivery,1299,9,New,Delhi
1288,C9310,Bluetooth Headphones,Electronics,2024-01-28,2024-02-12,Wrong Size,1999,5,New,Ahmedabad
1289,C9421,Laptop Cooling Pad,Electronics,2024-01-24,2024-02-05,Wrong Product,1299,5,Returning,Delhi
1290,C5008,Science Fiction,Books,2024-01-30,2024-02-13,Other,699,7,New,Pune
1291,C7949,Yoga Mat,Sports,2024-01-21,2024-01-29,Defective,599,6,Returning,Pune
1292,C7390,Laptop Cooling Pad,Electronics,2024-01-05,2024-01-14,Late Delivery,1299,10,New,Ahmedabad
1293,C4217,Self-Help Guide,Books,2024-01-14,2024-01-28,Late Delivery,499,3,New,Delhi
1294,C6278,Badminton Racket,Sports,2024-01-09,2024-01-18,Wrong Product,1299,6,Returning,Pune
1295,C9181,Dumbbells,Sports,2024-01-24,2024-02-02,Wrong Product,2999,6,New,Pune
1296,C3100,Leather Wallet,Fashion,2024-01-10,2024-01-17,Other,899,3,Returning,Pune
1297,C7790,History of India,Books,2024-01-07,2024-01-19,Late Delivery,999,9,New,Hyderabad
1298,C1957,Laptop Cooling Pad,Electronics,2024-01-21,2024-02-05,Late Delivery,1299,8,Returning,Bangalore
1299,C8628,Bluetooth Headphones,Electronics,2024-01-04,2024-01-19,Defective,1999,8,Returning,Mumbai
1300,C3657,Football,Sports,2024-01-15,2024-01-26,Late Delivery,799,5,New,Ahmedabad
1301,C3105,History of India,Books,2024-01-28,2024-02-10,Late Delivery,999,4,New,Chennai
1302,C3859,Pressure Cooker,Home & Kitchen,2024-01-18,2024-01-27,Wrong Size,2499,3,Returning,Kolkata
1303,C3676,Water Purifier,Home & Kitchen,2024-01-28,2024-02-10,Wrong Size,5999,10,Returning,Ahmedabad
1304,C7022,History of India,Books,2024-01-20,2024-01-28,Wrong Product,999,8,Returning,Pune
1305,C3225,Self-Help Guide,Books,2024-01-18,2024-01-26,Wrong Size,499,8,New,Pune
1306,C7731,Leather Wallet,Fashion,2024-01-10,2024-01-22,Wrong Size,899,7,New,Chennai
1307,C2485,Science Fiction,Books,2024-01-18,2024-01-25,Other,699,10,New,Hyderabad
1308,C2017,Yoga Mat,Sports,2024-01-17,2024-01-23,Wrong Product,599,5,New,Hyderabad
1309,C2582,Dumbbells,Sports,2024-01-24,2024-02-05,Late Delivery,2999,8,New,Mumbai
1310,C8858,Football,Sports,2024-01-02,2024-01-13,Other,799,5,Returning,Pune
1311,C3542,Laptop Cooling Pad,Electronics,2024-01-20,2024-01-27,Other,1299,4,New,Delhi
1312,C4559,Football,Sports,2024-01-19,2024-01-28,Wrong Size,799,5,New,Hyderabad
1313,C3579,Laptop Cooling Pad,Electronics,2024-01-11,2024-01-23,Defective,1299,7,Returning,Mumbai
1314,C4190,Vacuum Cleaner,Home & Kitchen,2024-01-31,2024-02-11,Defective,3999,3,New,Ahmedabad
1315,C8977,Dumbbells,Sports,2024-01-16,2024-01-25,Other,2999,8,New,Bangalore
1316,C3531,Laptop Cooling Pad,Electronics,2024-01-22,2024-02-02,Other,1299,10,Returning,Hyderabad
1317,C9829,Science Fiction,Books,2024-01-23,2024-02-06,Wrong Product,699,5,Returning,Delhi
1318,C7641,Smartwatch,Electronics,2024-01-22,2024-01-27,Late Delivery,2999,8,Returning,Pune
1319,C6350,Science Fiction,Books,2024-01-09,2024-01-24,Defective,699,9,Returning,Ahmedabad
1320,C1576,Running Shoes,Fashion,2024-01-27,2024-02-08,Wrong Product,1499,6,New,Pune
1321,C6515,Vacuum Cleaner,Home & Kitchen,2024-01-13,2024-01-25,Other,3999,5,Returning,Hyderabad
1322,C2616,Yoga Mat,Sports,2024-01-29,2024-02-10,Wrong Size,599,10,New,Mumbai
1323,C9370,Football,Sports,2024-01-27,2024-02-09,Wrong Size,799,6,Returning,Mumbai
1324,C1116,Wireless Mouse,Electronics,2024-01-19,2024-02-02,Late Delivery,599,6,New,Mumbai
1325,C2752,Business Strategies,Books,2024-01-24,2024-01-31,Wrong Size,899,10,New,Chennai
1326,C8283,Badminton Racket,Sports,2024-01-13,2024-01-28,Defective,1299,3,New,Kolkata
1327,C2723,Science Fiction,Books,2024-01-24,2024-02-05,Defective,699,7,New,Kolkata
1328,C3400,Leather Wallet,Fashion,2024-01-15,2024-01-22,Wrong Size,899,5,New,Hyderabad
1329,C1855,Vacuum Cleaner,Home & Kitchen,2024-01-27,2024-02-05,Wrong Size,3999,9,Returning,Delhi
1330,C9187,Wireless Mouse,Electronics,2024-01-23,2024-01-28,Late Delivery,599,9,New,Hyderabad
1331,C3197,Vacuum Cleaner,Home & Kitchen,2024-01-26,2024-02-03,Wrong Product,3999,5,Returning,Chennai
1332,C2033,Wireless Mouse,Electronics,2024-01-09,2024-01-18,Wrong Size,599,4,New,Ahmedabad
1333,C6087,Laptop Cooling Pad,Electronics,2024-01-30,2024-02-04,Wrong Product,1299,3,New,Pune
1334,C2151,Dumbbells,Sports,2024-01-15,2024-01-27,Late Delivery,2999,7,Returning,Bangalore
1335,C5095,Pressure Cooker,Home & Kitchen,2024-01-27,2024-02-03,Defective,2499,8,New,Ahmedabad
1336,C7913,Water Purifier,Home & Kitchen,2024-01-05,2024-01-13,Wrong Size,5999,6,New,Mumbai
1337,C6116,Pressure Cooker,Home & Kitchen,2024-01-24,2024-01-31,Wrong Product,2499,8,New,Chennai
1338,C4746,Dumbbells,Sports,2024-01-16,2024-01-29,Defective,2999,4,New,Mumbai
1339,C4159,Denim Jacket,Fashion,2024-01-22,2024-01-31,Wrong Product,1999,3,Returning,Hyderabad
1340,C2882,Self-Help Guide,Books,2024-01-27,2024-02-05,Wrong Size,499,10,New,Pune
1341,C2341,Laptop Cooling Pad,Electronics,2024-01-02,2024-01-13,Wrong Product,1299,5,Returning,Kolkata
1342,C1230,History of India,Books,2024-01-25,2024-02-06,Wrong Product,999,5,Returning,Ahmedabad
1343,C3499,Wireless Mouse,Electronics,2024-01-21,2024-02-03,Wrong Product,599,4,New,Ahmedabad
1344,C3570,Laptop Cooling Pad,Electronics,2024-01-29,2024-02-13,Wrong Size,1299,5,Returning,Mumbai
1345,C6568,History of India,Books,2024-01-03,2024-01-14,Wrong Size,999,10,New,Kolkata
1346,C1575,Smartwatch,Electronics,2024-01-25,2024-01-31,Other,2999,6,New,Delhi
1347,C7026,Sunglasses,Fashion,2024-01-29,2024-02-12,Other,999,5,New,Hyderabad
1348,C7291,Pressure Cooker,Home & Kitchen,2024-01-09,2024-01-23,Wrong Product,2499,5,New,Chennai
1349,C5567,Pressure Cooker,Home & Kitchen,2024-01-06,2024-01-13,Wrong Product,2499,4,Returning,Ahmedabad
1350,C9598,Leather Wallet,Fashion,2024-01-03,2024-01-10,Wrong Product,899,9,New,Chennai
1351,C9938,Self-Help Guide,Books,2024-01-23,2024-01-31,Wrong Size,499,7,Returning,Chennai
1352,C2736,Smartwatch,Electronics,2024-01-18,2024-01-29,Defective,2999,5,Returning,Kolkata
1353,C8688,Sunglasses,Fashion,2024-01-18,2024-01-23,Wrong Product,999,10,Returning,Bangalore
1354,C1292,Water Purifier,Home & Kitchen,2024-01-15,2024-01-21,Defective,5999,5,Returning,Mumbai
1355,C6271,Running Shoes,Fashion,2024-01-13,2024-01-21,Late Delivery,1499,7,Returning,Mumbai
1356,C5840,Leather Wallet,Fashion,2024-01-23,2024-02-05,Wrong Size,899,3,New,Delhi
1357,C1492,History of India,Books,2024-01-07,2024-01-12,Other,999,6,New,Mumbai
1358,C2192,Bluetooth Headphones,Electronics,2024-01-01,2024-01-15,Late Delivery,1999,4,Returning,Chennai
1359,C9149,Leather Wallet,Fashion,2024-01-20,2024-02-03,Defective,899,4,New,Hyderabad
1360,C7041,Sunglasses,Fashion,2024-01-02,2024-01-12,Wrong Product,999,4,Returning,Pune
1361,C5268,Pressure Cooker,Home & Kitchen,2024-01-29,2024-02-13,Wrong Size,2499,3,New,Bangalore
1362,C9198,Running Shoes,Fashion,2024-01-09,2024-01-15,Defective,1499,8,Returning,Mumbai
1363,C3953,Yoga Mat,Sports,2024-01-24,2024-01-31,Wrong Product,599,4,New,Chennai
1364,C9485,Denim Jacket,Fashion,2024-01-06,2024-01-13,Wrong Product,1999,6,New,Delhi
1365,C5928,Self-Help Guide,Books,2024-01-05,2024-01-17,Other,499,5,Returning,Ahmedabad
1366,C6817,Dumbbells,Sports,2024-01-22,2024-01-31,Wrong Product,2999,5,Returning,Mumbai
1367,C7941,Vacuum Cleaner,Home & Kitchen,2024-01-29,2024-02-10,Other,3999,7,Returning,Kolkata
1368,C9020,Smartwatch,Electronics,2024-01-15,2024-01-22,Wrong Size,2999,10,New,Ahmedabad
1369,C7530,Business Strategies,Books,2024-01-27,2024-02-05,Other,899,10,New,Kolkata
1370,C5608,Denim Jacket,Fashion,2024-01-23,2024-01-31,Other,1999,7,New,Hyderabad
1371,C9287,Denim Jacket,Fashion,2024-01-28,2024-02-04,Other,1999,6,Returning,Bangalore
1372,C4398,Badminton Racket,Sports,2024-01-24,2024-02-08,Wrong Product,1299,8,New,Delhi
1373,C2264,Laptop Cooling Pad,Electronics,2024-01-04,2024-01-10,Other,1299,10,Returning,Hyderabad
1374,C3526,Running Shoes,Fashion,2024-01-07,2024-01-13,Wrong Size,1499,6,New,Hyderabad
1375,C2355,Yoga Mat,Sports,2024-01-23,2024-01-31,Defective,599,8,Returning,Chennai
1376,C4310,Laptop Cooling Pad,Electronics,2024-01-25,2024-01-31,Wrong Size,1299,8,Returning,Chennai
1377,C9480,Dumbbells,Sports,2024-01-12,2024-01-19,Late Delivery,2999,10,New,Pune
1378,C8635,Dumbbells,Sports,2024-01-02,2024-01-09,Wrong Size,2999,6,New,Chennai
1379,C9920,Wireless Mouse,Electronics,2024-01-17,2024-01-28,Other,599,4,New,Ahmedabad
1380,C7111,Vacuum Cleaner,Home & Kitchen,2024-01-28,2024-02-07,Wrong Product,3999,6,Returning,Bangalore
1381,C2702,Smartwatch,Electronics,2024-01-03,2024-01-17,Defective,2999,3,New,Kolkata
1382,C4313,Science Fiction,Books,2024-01-17,2024-01-25,Wrong Size,699,6,Returning,Hyderabad
1383,C4535,Laptop Cooling Pad,Electronics,2024-01-26,2024-02-04,Other,1299,6,Returning,Bangalore
1384,C1288,Wireless Mouse,Electronics,2024-01-24,2024-02-05,Wrong Size,599,5,New,Kolkata
1385,C6158,Pressure Cooker,Home & Kitchen,2024-01-21,2024-01-28,Wrong Product,2499,4,New,Chennai
1386,C7403,Science Fiction,Books,2024-01-09,2024-01-18,Wrong Product,699,3,Returning,Kolkata
1387,C8608,Pressure Cooker,Home & Kitchen,2024-01-28,2024-02-05,Wrong Size,2499,6,Returning,Bangalore
1388,C1625,Self-Help Guide,Books,2024-01-21,2024-02-04,Wrong Product,499,6,New,Hyderabad
1389,C1971,Laptop Cooling Pad,Electronics,2024-01-22,2024-01-31,Defective,1299,10,New,Chennai
1390,C1495,Bluetooth Headphones,Electronics,2024-01-12,2024-01-18,Late Delivery,1999,5,New,Pune
1391,C9354,Smartwatch,Electronics,2024-01-28,2024-02-12,Defective,2999,7,New,Chennai
1392,C1472,Dumbbells,Sports,2024-01-12,2024-01-18,Defective,2999,3,New,Hyderabad
1393,C8340,Sunglasses,Fashion,2024-01-24,2024-01-29,Wrong Product,999,7,New,Bangalore
1394,C7087,Science Fiction,Books,2024-01-15,2024-01-25,Other,699,5,Returning,Kolkata
1395,C1466,Badminton Racket,Sports,2024-01-09,2024-01-17,Defective,1299,8,New,Pune
1396,C5515,Bluetooth Headphones,Electronics,2024-01-04,2024-01-15,Defective,1999,3,New,Pune
1397,C8267,Business Strategies,Books,2024-01-14,2024-01-27,Defective,899,3,New,Mumbai
1398,C8720,Football,Sports,2024-01-20,2024-01-31,Wrong Size,799,10,Returning,Hyderabad
1399,C7248,Sunglasses,Fashion,2024-01-01,2024-01-14,Wrong Product,999,5,Returning,Mumbai
1400,C8566,Badminton Racket,Sports,2024-01-17,2024-01-28,Wrong Size,1299,9,Returning,Kolkata
1401,C7479,Vacuum Cleaner,Home & Kitchen,2024-01-06,2024-01-14,Defective,3999,10,New,Chennai
1402,C8514,Air Fryer,Home & Kitchen,2024-01-15,2024-01-26,Other,4999,3,Returning,Ahmedabad
1403,C6792,Vacuum Cleaner,Home & Kitchen,2024-01-13,2024-01-20,Other,3999,6,Returning,Hyderabad
1404,C6138,Self-Help Guide,Books,2024-01-03,2024-01-14,Wrong Product,499,5,New,Pune
1405,C4115,Yoga Mat,Sports,2024-01-15,2024-01-29,Other,599,9,New,Ahmedabad
1406,C4237,Football,Sports,2024-01-17,2024-01-29,Late Delivery,799,7,Returning,Mumbai
1407,C4141,Denim Jacket,Fashion,2024-01-04,2024-01-17,Wrong Product,1999,6,New,Mumbai
1408,C1891,Vacuum Cleaner,Home & Kitchen,2024-01-08,2024-01-18,Wrong Size,3999,8,New,Bangalore
1409,C7924,History of India,Books,2024-01-12,2024-01-18,Other,999,7,New,Delhi
1410,C5078,Smartwatch,Electronics,2024-01-12,2024-01-18,Other,2999,5,New,Kolkata
1411,C9220,Self-Help Guide,Books,2024-01-11,2024-01-19,Other,499,8,New,Mumbai
1412,C1930,Business Strategies,Books,2024-01-12,2024-01-23,Defective,899,9,Returning,Hyderabad
1413,C8530,Running Shoes,Fashion,2024-01-25,2024-02-04,Late Delivery,1499,3,New,Chennai
1414,C9524,Running Shoes,Fashion,2024-01-29,2024-02-06,Wrong Size,1499,3,New,Kolkata
1415,C1840,Bluetooth Headphones,Electronics,2024-01-03,2024-01-13,Other,1999,5,Returning,Chennai
1416,C2663,History of India,Books,2024-01-03,2024-01-13,Wrong Size,999,4,Returning,Hyderabad
1417,C8628,Science Fiction,Books,2024-01-13,2024-01-26,Other,699,5,Returning,Delhi
1418,C2038,Air Fryer,Home & Kitchen,2024-01-03,2024-01-17,Wrong Product,4999,3,New,Mumbai
1419,C5754,Smartwatch,Electronics,2024-01-17,2024-01-27,Wrong Product,2999,4,Returning,Kolkata
1420,C2704,Bluetooth Headphones,Electronics,2024-01-18,2024-02-01,Wrong Size,1999,7,Returning,Delhi
1421,C8688,Laptop Cooling Pad,Electronics,2024-01-17,2024-01-22,Defective,1299,6,Returning,Pune
1422,C9563,Air Fryer,Home & Kitchen,2024-01-02,2024-01-09,Late Delivery,4999,7,New,Delhi
1423,C8906,Science Fiction,Books,2024-01-27,2024-02-08,Late Delivery,699,10,Returning,Delhi
1424,C8046,Smartwatch,Electronics,2024-01-10,2024-01-25,Late Delivery,2999,8,Returning,Kolkata
1425,C4969,Football,Sports,2024-01-03,2024-01-10,Wrong Product,799,8,New,Mumbai
1426,C9621,Denim Jacket,Fashion,2024-01-08,2024-01-22,Wrong Size,1999,6,Returning,Kolkata
1427,C1245,Science Fiction,Books,2024-01-20,2024-01-26,Other,699,6,New,Kolkata
1428,C4696,Running Shoes,Fashion,2024-01-06,2024-01-11,Wrong Product,1499,4,New,Delhi
1429,C6803,Bluetooth Headphones,Electronics,2024-01-23,2024-01-29,Late Delivery,1999,5,New,Delhi
1430,C6828,Denim Jacket,Fashion,2024-01-03,2024-01-18,Wrong Product,1999,9,New,Bangalore
1431,C8349,Laptop Cooling Pad,Electronics,2024-01-03,2024-01-08,Wrong Product,1299,6,Returning,Bangalore
1432,C8771,Yoga Mat,Sports,2024-01-08,2024-01-16,Wrong Size,599,4,Returning,Ahmedabad
1433,C8212,Pressure Cooker,Home & Kitchen,2024-01-02,2024-01-10,Other,2499,4,New,Hyderabad
1434,C2384,Leather Wallet,Fashion,2024-01-05,2024-01-16,Defective,899,10,Returning,Mumbai
1435,C7895,Vacuum Cleaner,Home & Kitchen,2024-01-30,2024-02-13,Defective,3999,4,New,Mumbai
1436,C3349,Smartwatch,Electronics,2024-01-29,2024-02-03,Late Delivery,2999,10,New,Kolkata
1437,C7121,Bluetooth Headphones,Electronics,2024-01-10,2024-01-21,Wrong Product,1999,8,Returning,Mumbai
1438,C2827,Business Strategies,Books,2024-01-11,2024-01-26,Other,899,9,Returning,Mumbai
1439,C1284,Self-Help Guide,Books,2024-01-26,2024-02-07,Late Delivery,499,9,Returning,Ahmedabad
1440,C1194,Dumbbells,Sports,2024-01-30,2024-02-08,Other,2999,6,Returning,Mumbai
1441,C4051,Pressure Cooker,Home & Kitchen,2024-01-08,2024-01-23,Defective,2499,6,New,Delhi
1442,C9340,Air Fryer,Home & Kitchen,2024-01-25,2024-02-01,Defective,4999,5,New,Delhi
1443,C1471,Pressure Cooker,Home & Kitchen,2024-01-11,2024-01-22,Other,2499,9,New,Chennai
1444,C4508,Smartwatch,Electronics,2024-01-11,2024-01-25,Other,2999,3,New,Mumbai
1445,C8335,Self-Help Guide,Books,2024-01-19,2024-02-02,Wrong Product,499,10,New,Bangalore
1446,C9446,Water Purifier,Home & Kitchen,2024-01-04,2024-01-17,Defective,5999,6,Returning,Delhi
1447,C1682,Wireless Mouse,Electronics,2024-01-09,2024-01-20,Defective,599,9,Returning,Delhi
1448,C8278,Pressure Cooker,Home & Kitchen,2024-01-30,2024-02-12,Defective,2499,4,Returning,Mumbai
1449,C7824,Air Fryer,Home & Kitchen,2024-01-04,2024-01-15,Late Delivery,4999,4,New,Hyderabad
1450,C6026,Laptop Cooling Pad,Electronics,2024-01-08,2024-01-19,Other,1299,6,Returning,Ahmedabad
1451,C9817,Wireless Mouse,Electronics,2024-01-07,2024-01-22,Wrong Size,599,10,Returning,Delhi
1452,C1914,Water Purifier,Home & Kitchen,2024-01-21,2024-02-05,Wrong Product,5999,7,Returning,Kolkata
1453,C4315,Leather Wallet,Fashion,2024-01-07,2024-01-22,Late Delivery,899,10,New,Pune
1454,C5915,Business Strategies,Books,2024-01-12,2024-01-20,Other,899,4,Returning,Pune
1455,C1717,Wireless Mouse,Electronics,2024-01-17,2024-01-25,Wrong Product,599,3,New,Delhi
1456,C6491,Science Fiction,Books,2024-01-27,2024-02-09,Other,699,3,Returning,Pune
1457,C6043,Leather Wallet,Fashion,2024-01-05,2024-01-19,Late Delivery,899,7,New,Delhi
1458,C1909,Wireless Mouse,Electronics,2024-01-03,2024-01-09,Other,599,6,Returning,Ahmedabad
1459,C9138,Yoga Mat,Sports,2024-01-08,2024-01-18,Defective,599,9,Returning,Ahmedabad
1460,C6295,Yoga Mat,Sports,2024-01-28,2024-02-06,Late Delivery,599,8,Returning,Kolkata
1461,C3823,Denim Jacket,Fashion,2024-01-07,2024-01-17,Wrong Size,1999,4,New,Hyderabad
1462,C3563,Smartwatch,Electronics,2024-01-22,2024-02-06,Late Delivery,2999,3,Returning,Kolkata
1463,C6969,Vacuum Cleaner,Home & Kitchen,2024-01-03,2024-01-12,Defective,3999,4,Returning,Mumbai
1464,C3446,Water Purifier,Home & Kitchen,2024-01-26,2024-02-05,Wrong Product,5999,9,New,Ahmedabad
1465,C6079,Football,Sports,2024-01-10,2024-01-16,Other,799,5,New,Chennai
1466,C6069,Wireless Mouse,Electronics,2024-01-04,2024-01-15,Other,599,8,New,Chennai
1467,C9344,Dumbbells,Sports,2024-01-28,2024-02-09,Late Delivery,2999,10,Returning,Chennai
1468,C7517,Running Shoes,Fashion,2024-01-31,2024-02-15,Defective,1499,5,New,Mumbai
1469,C1785,Air Fryer,Home & Kitchen,2024-01-28,2024-02-10,Defective,4999,5,New,Delhi
1470,C1514,Leather Wallet,Fashion,2024-01-25,2024-02-05,Late Delivery,899,6,Returning,Ahmedabad
1471,C8305,Bluetooth Headphones,Electronics,2024-01-02,2024-01-17,Wrong Product,1999,6,New,Mumbai
1472,C4586,Running Shoes,Fashion,2024-01-02,2024-01-16,Wrong Product,1499,8,Returning,Hyderabad
1473,C8991,Leather Wallet,Fashion,2024-01-06,2024-01-11,Wrong Size,899,7,New,Kolkata
1474,C9121,Dumbbells,Sports,2024-01-26,2024-02-01,Defective,2999,5,Returning,Delhi
1475,C9081,Denim Jacket,Fashion,2024-01-17,2024-01-26,Wrong Product,1999,4,Returning,Ahmedabad
1476,C4597,Yoga Mat,Sports,2024-01-25,2024-02-01,Defective,599,4,New,Pune
1477,C3470,Yoga Mat,Sports,2024-01-24,2024-02-02,Late Delivery,599,6,New,Pune
1478,C8843,History of India,Books,2024-01-21,2024-02-05,Late Delivery,999,8,New,Ahmedabad
1479,C8617,Denim Jacket,Fashion,2024-01-08,2024-01-20,Wrong Product,1999,7,New,Delhi
1480,C9521,Laptop Cooling Pad,Electronics,2024-01-21,2024-01-27,Other,1299,4,New,Delhi
1481,C1236,Water Purifier,Home & Kitchen,2024-01-23,2024-01-31,Wrong Product,5999,10,Returning,Chennai
1482,C5364,Sunglasses,Fashion,2024-01-11,2024-01-24,Late Delivery,999,4,Returning,Ahmedabad
1483,C6594,Vacuum Cleaner,Home & Kitchen,2024-01-14,2024-01-22,Wrong Size,3999,7,Returning,Delhi
1484,C4190,Denim Jacket,Fashion,2024-01-09,2024-01-23,Wrong Product,1999,9,New,Chennai
1485,C8691,Wireless Mouse,Electronics,2024-01-31,2024-02-07,Late Delivery,599,5,New,Mumbai
1486,C8594,Water Purifier,Home & Kitchen,2024-01-29,2024-02-11,Wrong Product,5999,4,New,Pune
1487,C4822,Air Fryer,Home & Kitchen,2024-01-28,2024-02-08,Late Delivery,4999,10,New,Bangalore
1488,C1616,Water Purifier,Home & Kitchen,2024-01-15,2024-01-22,Defective,5999,9,Returning,Ahmedabad
1489,C2844,History of India,Books,2024-01-13,2024-01-27,Wrong Product,999,4,New,Delhi
1490,C8934,Vacuum Cleaner,Home & Kitchen,2024-01-12,2024-01-20,Wrong Product,3999,4,Returning,Hyderabad
1491,C6280,Dumbbells,Sports,2024-01-02,2024-01-10,Late Delivery,2999,9,New,Pune
1492,C2285,Wireless Mouse,Electronics,2024-01-06,2024-01-18,Wrong Size,599,7,New,Ahmedabad
1493,C5360,Science Fiction,Books,2024-01-24,2024-02-05,Defective,699,8,Returning,Pune
1494,C6990,Wireless Mouse,Electronics,2024-01-06,2024-01-21,Wrong Size,599,4,New,Chennai
1495,C7579,Business Strategies,Books,2024-01-01,2024-01-10,Late Delivery,899,10,Returning,Chennai
1496,C2115,Laptop Cooling Pad,Electronics,2024-01-10,2024-01-16,Defective,1299,3,New,Bangalore
1497,C3001,Air Fryer,Home & Kitchen,2024-01-24,2024-02-05,Wrong Size,4999,8,Returning,Ahmedabad
1498,C3106,Sunglasses,Fashion,2024-01-15,2024-01-28,Other,999,8,Returning,Delhi
1499,C8684,Yoga Mat,Sports,2024-01-17,2024-02-01,Late Delivery,599,5,Returning,Pune
1500,C2466,Vacuum Cleaner,Home & Kitchen,2024-01-25,2024-01-31,Wrong Product,3999,4,Returning,Pune
1501,C1020,Sunglasses,Fashion,2024-01-25,2024-02-02,Other,999,6,New,Pune
1502,C9460,Business Strategies,Books,2024-01-04,2024-01-10,Wrong Size,899,5,New,Kolkata
1503,C6117,Football,Sports,2024-01-15,2024-01-29,Late Delivery,799,10,New,Ahmedabad
1504,C1674,History of India,Books,2024-01-12,2024-01-19,Late Delivery,999,5,New,Pune
1505,C1227,Bluetooth Headphones,Electronics,2024-01-31,2024-02-14,Defective,1999,9,New,Pune
1506,C4535,Running Shoes,Fashion,2024-01-29,2024-02-08,Wrong Product,1499,7,New,Delhi
1507,C4799,Bluetooth Headphones,Electronics,2024-01-01,2024-01-15,Wrong Product,1999,8,Returning,Pune
1508,C4662,Football,Sports,2024-01-16,2024-01-27,Defective,799,9,New,Kolkata
1509,C4748,Smartwatch,Electronics,2024-01-08,2024-01-22,Late Delivery,2999,8,New,Delhi
1510,C1792,Badminton Racket,Sports,2024-01-29,2024-02-06,Wrong Size,1299,3,New,Kolkata
1511,C4975,Water Purifier,Home & Kitchen,2024-01-04,2024-01-10,Wrong Product,5999,10,New,Delhi
1512,C1653,History of India,Books,2024-01-11,2024-01-25,Other,999,9,Returning,Pune
1513,C4686,Running Shoes,Fashion,2024-01-20,2024-01-30,Wrong Size,1499,9,Returning,Mumbai
1514,C3211,History of India,Books,2024-01-01,2024-01-14,Wrong Product,999,3,New,Ahmedabad
1515,C2358,Smartwatch,Electronics,2024-01-23,2024-02-04,Defective,2999,4,New,Ahmedabad
1516,C1430,Yoga Mat,Sports,2024-01-07,2024-01-18,Late Delivery,599,3,New,Kolkata
1517,C9679,Business Strategies,Books,2024-01-23,2024-02-05,Other,899,10,New,Delhi
1518,C6158,Self-Help Guide,Books,2024-01-26,2024-02-04,Other,499,10,New,Bangalore
1519,C4336,Science Fiction,Books,2024-01-19,2024-01-31,Other,699,3,New,Hyderabad
1520,C2626,Yoga Mat,Sports,2024-01-15,2024-01-26,Late Delivery,599,4,Returning,Hyderabad
1521,C8473,Vacuum Cleaner,Home & Kitchen,2024-01-03,2024-01-18,Defective,3999,6,Returning,Delhi
1522,C9012,Water Purifier,Home & Kitchen,2024-01-30,2024-02-05,Defective,5999,4,New,Ahmedabad
1523,C1120,Pressure Cooker,Home & Kitchen,2024-01-26,2024-02-04,Wrong Product,2499,7,Returning,Chennai
